,text_id,text,task_1,task_2,task_3
149,hasoc_en_150,#FuckTrump 💩    $41-million settlement in 'Central Park Five' case gets final approval https://t.co/ftsnNXyAdi,NOT,NONE,NONE
150,hasoc_en_151,@cenkuygur You are. False journalists with agendas on none existant fabrications. #douchebag,NOT,NONE,NONE
151,hasoc_en_152,Goddamit #fucktrump https://t.co/wLiQVcOCtG,NOT,NONE,NONE
152,hasoc_en_153,"Amrinder Singh Malhi, President, RDA , AIIMS: All resident doctors are back to work but we will continue with symbolic protest by wearing black badges, bandages&amp;helmets. If condition worsens we will go on indefinite strike from June 17.   #DoctorsFightBack https://t.co/ouRG10Ph90",NOT,NONE,NONE
153,hasoc_en_154,"@TheRealOJ32 Only in America can a murderer (come on, he did it) and convicted criminal immediately get half million followers. If you’re following, you’re condoning his actions and validating him. #OJdidit #conman #murderer",NOT,NONE,NONE
154,hasoc_en_155,No @GOP lawmakers with any guts? #TrumpIsATraitor https://t.co/acklHaRMZz,NOT,NONE,NONE
155,hasoc_en_156,"@newtgingrich I'll type slowly so you can understand.  The GOP originated the request for the Steele dossier before they made trump their nominee.  And Steele is a Brit (ally), not russian (adversary).  Clinton is not a traitor but @POTUS is.  #TrumpIsATraitor   #GOPComplicitTraitors",NOT,NONE,NONE
156,hasoc_en_157,It could be the Tom &amp; Rory Show -    just got to get rid of the elephant in the room ..    #BorisJohnsonShouldNotBePM   #CorbynMustGo   #BollockstoBrexit https://t.co/CZ1YfCM8de,NOT,NONE,NONE
158,hasoc_en_159,I love the selective memory &amp; projecting from the right when they get owned 🙌🏼  #HappyJohnMcCainDay2019   #CadetBoneSpurs #TrumpIsATraitor   #NPD   #FridayThoughts https://t.co/heHiGF4h3n,NOT,NONE,NONE
159,hasoc_en_160,"@The_OJSimpson32 You know what else is crazy is when a murderer has to play the race card to get off &amp; even though everyone knows he did it, he claims he’s going to find the “real” killers.   #Murderer 🔪🔪",NOT,NONE,NONE
160,hasoc_en_161,@ICC #ShameOnICC Now plz stop it...,NOT,NONE,NONE
161,hasoc_en_162,"I appeal to all doctors in #WestBengal and throughout country, to return to work, as only poor people suffering, I assure I shall fight against Bengal Govt and Central govt for better security 2doctors! #DoctorsFightBack #savethedoctors Indian Medical Association #PrannoyRoy",NOT,NONE,NONE
162,hasoc_en_163,"If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6  Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind  Final  Ind vs NZ  (If rain continues), NZ - India will win jointly 🤣🤣. #ShameOnICC",NOT,NONE,NONE
163,hasoc_en_164,What a honorable noble human being huh . #douchebag https://t.co/wlXSvtRPGh,NOT,NONE,NONE
164,hasoc_en_165,"@sianoresist A beautiful jail cell with a beautiful notepad to write beautiful love letters to Putin, Lil Rocket Man, Xi, and MBS..oh yeah and a big beautiful painted mural of John McCain and Robert Mueller on his cell walls!    #FuckTrump",NOT,NONE,NONE
165,hasoc_en_166,@realDonaldTrump Russian elected twit is #PutinsPuppet #TrumpIsATraitor https://t.co/8BHnUobBlE,NOT,NONE,NONE
166,hasoc_en_167,Oak Tree Given To #IdiotTrump By# Macron Dies Under Mysterious Circumstances https://t.co/GPhQL0PZvg,NOT,NONE,NONE
167,hasoc_en_168,HUMP DAY #9   @Unite2020 #FUCKTRUMP #VoteBlueNoMatterWho   @SoZooMe1   @LittleItalyPic   @CJ_isnowblue   @TerriDF   @umacoopa1   @fuckthewall2019 💩🤣  @ras4800   @heyjude831   @moonyeensghost   @donnaleeforte   @JimMick67  @TweetFiction   @SpacialK3   @Barbara27Morris   @candynorthgirl https://t.co/BEl6AI65kf,NOT,NONE,NONE
168,hasoc_en_169,#FuckTrump and his Birthday https://t.co/DmJBHyp9fi,NOT,NONE,NONE
169,hasoc_en_170,"Think about that guy, who had planned a trip to UK from India just to watch #IndVsNz , told all his friends about it, spent 3 lakh rupees on everything just to experience the same old rain.  #ShameOnICC",NOT,NONE,NONE
170,hasoc_en_171,@gainedgod Ex army men &amp; Tory MPs Rory Stewart &amp; Tobias Ellewood shudder at the thought of Boris as Pm in the year of the 75th anniversary of Dday. I wonder why! #whereswally #boris #BorisJohnsonShouldNotBePM #cowardsfollowcowards #absentfathers https://t.co/SqsLMyRO9O,NOT,NONE,NONE
171,hasoc_en_172,@RealDeanCain It's pretty pathetic to have a social media acct dedicated to hating someone. 🙄 Ironic those people chanting things like #LoveTrumpsHate #LoveISLove are the same ones who say #FuckTrump. Hypocrites.,NOT,NONE,NONE
172,hasoc_en_173,“The One” who Slays Aussies 🏏 @SDhawan25     #INDvAUS #CWC2019 #cwc19  #DhoniKeepsTheGlove,NOT,NONE,NONE
173,hasoc_en_174,"@ConnorAves #murderer, think of it’s family!!!!",NOT,NONE,NONE
174,hasoc_en_175,@realDonaldTrump @USArmy Happy John McCain Day Cadet Bonespurs! #JohnMcCainDay #TrumpIsATraitor,NOT,NONE,NONE
175,hasoc_en_176,@realDonaldTrump Has she gone looking for any remaining fragments of her soul? #Trump #TrumpIsATraitor,NOT,NONE,NONE
176,hasoc_en_177,@DevinCow @KimEGoldman Followed Ms. Goldman yesterday and blocked the #MURDERER yesterday. I've followed you since that bad boy sued you. Please follow me! https://t.co/K0dzRp5qEk,NOT,NONE,NONE
177,hasoc_en_178,"@SenateGOP @realDonaldTrump Happy #JohnMcCainDay,  @SenateGOP!      #TrumpTheDraftDodger #McCainTrumpsBday #JohnMcCainAmericanHero #TrumpIsATraitor #JohnMcCainDay https://t.co/Ozqhp9i89e",NOT,NONE,NONE
178,hasoc_en_179,1 Stop Fashion Women Kurta  @ Rs.199 (mrp-1107)    https://t.co/xX3qfYe1kb    More 1 Stop Fashion Offers    https://t.co/PtVllOwFv9    https://t.co/xX3qfYe1kb    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,NOT,NONE,NONE
179,hasoc_en_180,"Kamala Harris’s plan to provide DREAMers a pathway to citizenship, explained #Resist #ResistTrump #FuckTrump https://t.co/WfsltWy6NJ",NOT,NONE,NONE
180,hasoc_en_181,@GOP @realDonaldTrump 🇺🇸The best way to show your   commitment to real criminal justice   reform would be to get rid of the   criminal in the White House. NOW!    #TrumpIsATraitor  #DoSomethingGOP,NOT,NONE,NONE
181,hasoc_en_182,@HuffPost FBI agents Struck and Paige were fired because they exercised freedom of speech speech #TrumpIsATraitor #45IsAcriminal #TrumpCrimeFamily #McConnellMustGo #McConnellChaoCorruption,NOT,NONE,NONE
182,hasoc_en_183,Correct. Now is not the time for moderation. You cannot be moderate with your head inside the tiger's mouth. #FuckTrump https://t.co/IwEk3oZA1k,NOT,NONE,NONE
183,hasoc_en_184,Like Seriously!!! This is what i literally tell my friends everyday!    #Health #water #hydrated #healthy #WorldBloodDonorDay #NBAFinals #FridayMotivation #FridayFeeling #ShameonICC #WeTheNorth #instagramdown #India #meme #SarcasmOnly https://t.co/t2FpSEY823,NOT,NONE,NONE
184,hasoc_en_185,#stopboris #BorisJohnsonShouldNotBePM   #borisdoesnotrepresentme   #C4Debate   @chessmartinez     What an inspirational woman you are Francesca...    https://t.co/Dc592xcidO,NOT,NONE,NONE
185,hasoc_en_186,A billion Cricket fans waited four years to watch how it rains in England and how the cricket grounds are becoming swimming pools  #ShameOnICC   #CWC19 https://t.co/2Q27mU6WAC,NOT,NONE,NONE
186,hasoc_en_187,"#Chernobyl #ShameOnICC  Akimov: The turbine is going too slow for the test to deliver any valid results, &amp; If we add mor....  Dyatlov: https://t.co/2zMUCFKYbX",NOT,NONE,NONE
187,hasoc_en_188,@FinancialXpress i appeal to all doctors through this channel ...    that   if you all are doing strike then do for years for all the responsible not for the common people who are helpless....    You all are second god .......    #DoctorsFightBack #DoctorsProtest #DoctorsStrike @MoHFW_INDIA,NOT,NONE,NONE
188,hasoc_en_189,“Ron Goldman’s sister hails him as ‘hero’ in first interview since OJ Simpson trial” Source: https://t.co/MYxrFSPqqb #RonGoldman #KimGoldman #FredGoldman #NicoleBrownSimpson #OJ #OJSimpson #TheJuice #Murderer,NOT,NONE,NONE
189,hasoc_en_190,@Gen_VKSingh @msdhoni @ICC I fully endorse You Sir.....     This is about our #NationalPride .......     I am of the Opinion #DhoniKeepsTheGlove,NOT,NONE,NONE
190,hasoc_en_191,@realDonaldTrump Happy #JohnMcCainDay   #fucktrump   #AmericansForImpeachment,NOT,NONE,NONE
191,hasoc_en_192,Trump's GOP allies privately cringe at dirt comments #Resist #ResistTrump #FuckTrump https://t.co/2wyFNQtdNY,NOT,NONE,NONE
192,hasoc_en_193,If u r living today it's bcoz of doctors.. #Savethedoctors #DoctorsFightBack #MamataLosingControl @MamataOfficial .... https://t.co/Wf0F0WLBM8,NOT,NONE,NONE
193,hasoc_en_194,Must Listen! I Stand With NRS https://t.co/hIRyPeDsCO via @YouTube #NRS #SAVEDOCTORS #India #NEWS #WestBengal #MamataLosingControl #DoctorsFightBack #DoctorsStrike #DoctorsProtest,NOT,NONE,NONE
194,hasoc_en_195,Anderson Cooper: All of Trump's threats were about nothing #Resist #ResistTrump #FuckTrump https://t.co/4jKzZnKTh3,NOT,NONE,NONE
195,hasoc_en_196,@ICC Have some sense 😂 Just creating issue out of nothing #DhoniKeepsTheGlove,NOT,NONE,NONE
196,hasoc_en_197,#DhoniKeepTheGlove dear icc you may not know but that logo is not political nor religious it is a logo of a army regiment so ms dhoni did nothing wrong #DhoniKeepsTheGlove  icc please research on it,NOT,NONE,NONE
197,hasoc_en_198,I knew the police wouldn’t do anything. So I am doing something. Feel how you will. I don’t care. Just be safe. His Twitter is beardedweirdness. Don’t kill him. #rapist #MeToo #becareful #arthurcampos,NOT,NONE,NONE
198,hasoc_en_199,"@AprilDRyan He thinks that HE is the maligned one, just like Twitler. I will avoid that #murderer.",NOT,NONE,NONE
199,hasoc_en_200,#ShameOnICC focuses on Ground instead of doing Glove issue. Already I paid for the ticket.😂 https://t.co/Nx5Hr69nuf,NOT,NONE,NONE
200,hasoc_en_201,"@mipaltan #ShameOnICC this #CWC19 winner is the incredible , undisputed ,reigning , attacker ,the powerhitter the pain none other than the england rain @ICC @cricketworldcup @BCCI  @ECB_cricket @7polly7 @ABdeVilliers17 @ajaydevgn @ajinkyarahane88 @akshaykumar @amlahash @shahidkapoor https://t.co/OPAv3veGwz",NOT,NONE,NONE
201,hasoc_en_202,@tedlieu @tricia_resists @KellyannePolls @realDonaldTrump #FireKellyanne #TrumpIsATraitor  #McCainsAHero #JohnMcCainDayJune14 and do not forget #PenceKnewEverything,NOT,NONE,NONE
202,hasoc_en_203,Trump says Kim has 'kept his word' hours after Bolton said he hasn't #Resist #ResistTrump #FuckTrump https://t.co/2pK4D11eTh,NOT,NONE,NONE
203,hasoc_en_204,Here are things you must know if you're Hindu.    #WorldBloodDonorDay #ShameOnICC #SaveBengal #FridayFeeling #SCOSummit2019 #MenInBlackReview #TheUnmissableMeeting #doctorsstrike #ENGvWI #spiritual #cultural #hindu #hinduism #ABrandNewDayOutNow https://t.co/rELbYCGpH3,NOT,NONE,NONE
204,hasoc_en_205,"News is hard to take. I will hold  the belief, that no matter what it looks like- This President will be gone- somehow someway. My wish- WE WOULD SHOW HIS CORRUPTION ON TV- NOW - IN IMPEACHMENT HEARINGS.  PLEASE SOMEONE EXPLAIN to me why this isn't happening? #TrumpIsATraitor",NOT,NONE,NONE
205,hasoc_en_206,@SweetFreedom29 @IbraheemSamirah @DLoesch Progressives like this fool love these kinds of weapons #Murderer,NOT,NONE,NONE
206,hasoc_en_207,@YourStoryCo #ICCWorldCup2019 will turn out to be a swimming competition. #ShameOnICC,NOT,NONE,NONE
207,hasoc_en_208,@4YrsToday @erichards24 HAPPY JOHN MC CAIN DAY! #fucktrump #trumpcolluded #lazysumbitch,NOT,NONE,NONE
208,hasoc_en_209,Pete Buttigieg just gave his first foreign policy speech. He offered 5 clear proposals. #Resist #ResistTrump #FuckTrump https://t.co/fScveRX4Ms,NOT,NONE,NONE
209,hasoc_en_210,Whats @Swamy39 priority in life?    #ModiJiPleaseInkoKaamDo     #AbortionIsMurder #INDvAUS #AUSvIND #INDvsAUS #DhoniKeepTheGlove #JusticeForTwinkleSharma #JusticeForFarishta #Bharat #FreePrashantNow #DhoniKeepsTheGlove #WestBengal #Tirupati #GabbarisBack #SachinOpensAgain #starc,NOT,NONE,NONE
210,hasoc_en_211,"Chris Georgiou - Bojo in the House https://t.co/laVTmCEiQW via @YouTube check it out, absolutely brilliant! @larionDS #BorisJohnson #BoJo #BorisJohnsonShouldNotBePM",NOT,NONE,NONE
211,hasoc_en_212,#DoctorsProtest #DoctorsStrike #DoctorStrike #DoctorsFightBack #DoctorsUnderOppression #Doctors     REMEMBER DR. KAFEEL KHAN FROM #UttarPradesh ❓    HE WAS JAILED BY @myogiadityanath GOVERNMENT‼️    #Doctors SHOULD HAVE FOUGHT BACK THEN TOO‼️    ANYTHING POLITICAL ABOUT IT ‼️❓ https://t.co/D9wy9wyEG9,NOT,NONE,NONE
214,hasoc_en_215,Japanese internment camp all over again but with latinos kids!  This shit is going way too far now!!  Family separation has been upgraded!!! #FuckTrump #Bernie2020 #BernieSanders https://t.co/0BcRJVno0e,NOT,NONE,NONE
215,hasoc_en_216,And what who are they going to gun down loser Trump in the WH? #dickhead https://t.co/DiJhvonXhv,NOT,NONE,NONE
216,hasoc_en_217,Thats The Story Of Indian Batting....When Our Top-3 Clicks...We Dont Need Any Stable No.4...We Just Need Finishers🤩 #GermanyCheersForIndia #INDvAUS #ICCWorldCup2019 #AUSvIND #AusVsInd #Dhoni #DhoniKeepsTheGlove #Shikhar #Rohit #Kohli #pandya,NOT,NONE,NONE
217,hasoc_en_218,#womensrights #humanrights #fucktrump  'U.S. court rules against #Trump administration in immigrant teen abortion case' - https://t.co/1JXH2TLgtE,NOT,NONE,NONE
219,hasoc_en_220,UAE investors hit as dodgy #halal firm #IMAJewels folds up in India https://t.co/Pk6ZWP7jOY #Imafraud #Imascam #Bengaluru #Ponzi #UAE #Halal,NOT,NONE,NONE
220,hasoc_en_221,@GOP @realDonaldTrump I suppose he'll be celebrating his birthday at one of his golf properties on taxpayer money??    #TrumpIsATraitor   #ResignAndGiveAmericaAGift https://t.co/lKubflbFXw,NOT,NONE,NONE
221,hasoc_en_222,"BCCI should recall team India back from ICC CWC, next day hi ICC would allow to play in army uniform #DhoniKeepsTheGlove",NOT,NONE,NONE
222,hasoc_en_223,"@realDonaldTrump Glad to see her go, hate to watch her leave.    Who's up to replace her? Mad Dog Hate Speech Pirro?  #fucktrump #trump2020 https://t.co/GVgbgq845V",NOT,NONE,NONE
223,hasoc_en_224,"Muchas Gracias a @DeUndine for thus great review of the #Spanish edition of my pool, The #Poet and the #murderer Lecturas de Undine: RESEÑA: 'LA POETA Y EL ASESINO', SIMON WORRALL #TrueCrime #Forgery  https://t.co/PfJIIfICrO",NOT,NONE,NONE
224,hasoc_en_225,What's wrong there!??  Rain is interrupted @ England!  #shameonICC #ENGvWI #Rain    Can we see a complete match today?,NOT,NONE,NONE
225,hasoc_en_226,If required boycott tournament. #DhoniKeepTheGlove #DhoniKeepsTheGlove #Dhoni,NOT,NONE,NONE
226,hasoc_en_227,The Press is not the enemy of the people. #TrumpIsATraitor #JohnMcCainDayJune14th https://t.co/LDsUKmQfrk,NOT,NONE,NONE
227,hasoc_en_228,"It is not a 'brand logo' that he is not put for money,  'it is its symbol of pride' #DhoniKeepsTheGlove https://t.co/u43fkvewpu",NOT,NONE,NONE
228,hasoc_en_229,@JohnJHarwood Gag reflex kicking in. #TrumpIsATraitor,NOT,NONE,NONE
229,hasoc_en_230,"Stand by the doctors , with the doctors.   They need support and world needs to interfere .  #UNO #DoctorsProtest #DoctorsFightBack",NOT,NONE,NONE
230,hasoc_en_231,@realDonaldTrump @NCGOP #FuckTrump  I will never forget what you did to the #CentralParkFive!  Now known as the #ExoneratedFive https://t.co/hD7EXJiI2b,NOT,NONE,NONE
231,hasoc_en_232,@JayneInnes With you there Councillor #BorisJohnsonShouldNotBePM,NOT,NONE,NONE
232,hasoc_en_233,"The best part: India will host the 2023 Cricket World Cup. Just compare the   Grounds,   Spectators,   Advertisements,   Opening Ceremony,  Rain Management,  Schedule and Venues,  And the Fan Support.  That'll be enough to put the ECB to shame. #ShameOnICC #BCCI",NOT,NONE,NONE
234,hasoc_en_235,@jaketapper And he looks like a bag of guts. #TrumpIsATraitor,NOT,NONE,NONE
235,hasoc_en_236,"Makes sense, which is tragic. #TrumpisaCriminal #TrumpisaTraitor https://t.co/U9nk6Fmei2",NOT,NONE,NONE
236,hasoc_en_237,"@pskumarangattu @AmitShah This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp",NOT,NONE,NONE
237,hasoc_en_238,#DhoniKeepsTheGlove  We support Dhoni... It's pride of India...,NOT,NONE,NONE
238,hasoc_en_239,@PastorelliGia who are these ppl replying to you and why are they annoying #fucktrump,NOT,NONE,NONE
239,hasoc_en_240,I think word cup should be conducted by BCCI. ICC doesn't have enough funds to cover ground also😂😂  #ShameOnICC,NOT,NONE,NONE
240,hasoc_en_241,@RepAdamSchiff Walk around Adam Shifty's #LA district and then tell me what kind of a politician he is. #douchebag,NOT,NONE,NONE
241,hasoc_en_242,"#DoctorsFightBack | The incident happened on 10th and today is the 14th. What has been done? The hostels have been trespassed upon, the protestors have been threatened: Dr Swati, Media Representative, Resident Doctors Association, AIIMS https://t.co/58lt36RucK",NOT,NONE,NONE
242,hasoc_en_243,"Trump is loyal only to Russia, Saudi Arabia, and himself. #TrumpIsATraitor #TrumpRussia #ImpeachmentInquiryNow #impeachTrump https://t.co/qEP29hgv2x",NOT,NONE,NONE
243,hasoc_en_244,Doctors of #Khurda district headquarters hospital join all-India protest against violence on junior doctors in West Bengal by wearing black badges #DoctorsFightBack #DoctorsStrike #Odisha https://t.co/Ytj1BrYEAk,NOT,NONE,NONE
244,hasoc_en_245,"This is a misconceived logic.     Supporting events are held in the backdrop of different spirit.    If all the teams start wearing such insignias to highlight their respective army’s sacrifices , the supporting grounds would become battle grounds.    #DhoniKeepsTheGlove https://t.co/BMqZ8NHki0",NOT,NONE,NONE
245,hasoc_en_246,Disappointment Remains #ShameOnICC https://t.co/g5ou0TLN3I,NOT,NONE,NONE
246,hasoc_en_247,#shameonicc from my childhood I didn't watched a rainy world cup session like this. Waited 4 years to watch this rainy #CWC19 cup will be shared by all the participant countries.,NOT,NONE,NONE
247,hasoc_en_248,"#DhoniKeepsTheGlove Salute to the  Para Spl forces &amp; it's martyrs, thanks Dhoni for having the Balidan badge inUr gloves. 1.3billion Indians r paying their tribute to the Para spl forces with U. Hope good sense prevails on ICC, else it is known U pay the price for Ur own mistakes",NOT,NONE,NONE
